referencia;recorrencia;situacao;codigo_vendedor;tipo_faturamento;indice_reajuste;codigo_banco_conta;codigo_forma_pagamento;cnpj_cpf_cliente;servicos.referencia;observacao_fiscal;dia_vencimento;data_primeiro_vencimento;data_vigencia_inicial;data_vigencia_final;servicos.valor_unitario;;;;;;;;;;
235;1;1;1;0;0;2;5;01920266000115;19;;10;10/10/2024;01/02/2024;24/04/2025;888,34;;;;;;;;;;
237;1;1;1;0;0;2;5;78490968000130;19;;10;10/10/2024;01/02/2024;01/04/2025;760,24;;;;;;;;;;
238;1;1;1;0;0;2;5;01649446000104;19;;10;10/10/2024;01/02/2024;05/04/2025;989,04;;;;;;;;;;
239;1;1;1;0;0;2;5;75776278000154;19;;10;10/10/2024;01/02/2024;11/04/2025;1150,82;;;;;;;;;;
240;1;1;1;0;0;2;5;07617161000178;19;;10;10/10/2024;01/04/2024;05/06/2025;800,00;;;;;;;;;;
241;1;1;1;0;0;2;5;78511326000170;19;;10;10/10/2024;01/02/2024;30/04/2025;873,57;;;;;;;;;;
242;1;1;1;0;0;2;5;24078878000108;19;;10;10/10/2024;01/02/2024;19/04/2025;465,00;;;;;;;;;;
243;1;1;1;0;0;2;5;60909843001702;17;;10;10/10/2024;01/01/2024;01/03/2025;950,00;;;;;;;;;;
244;1;1;1;0;0;2;5;63089825020501;17;;10;10/10/2024;01/01/2024;01/03/2025;850,00;;;;;;;;;;
245;1;1;1;0;0;2;5;63089825022202;17;;10;10/10/2024;01/01/2024;01/03/2025;850,00;;;;;;;;;;
246;1;1;1;0;0;2;5;81588873003850;17;;10;10/10/2024;01/01/2024;01/03/2025;700,00;;;;;;;;;;
247;1;1;1;0;0;2;5;75858506005013;17;;10;10/10/2024;01/01/2024;01/03/2025;850,00;;;;;;;;;;
248;1;1;1;0;0;2;5;83226506001031;17;;10;10/10/2024;01/01/2024;01/03/2025;950,00;;;;;;;;;;
249;1;1;1;0;0;2;5;18027901000132;17;;10;10/10/2024;01/01/2024;01/03/2025;800,00;;;;;;;;;;
250;1;1;1;0;0;2;5;63089825021303;17;;10;10/10/2024;01/01/2024;01/03/2025;850,00;;;;;;;;;;
251;1;1;1;0;0;2;5;17505249015698;17;;10;10/10/2024;01/01/2024;01/03/2025;947,00;;;;;;;;;;
252;1;1;1;0;0;2;5;09301902000132;19;;10;10/10/2024;01/01/2024;01/04/2025;779,48;;;;;;;;;;
253;1;1;1;0;0;2;5;07848478000115;19;;10;10/10/2024;01/02/2024;05/05/2025;815,72;;;;;;;;;;
254;1;1;1;0;0;2;5;80871080000190;19;;10;10/10/2024;01/02/2024;16/05/2025;781,50;;;;;;;;;;
255;1;1;1;0;0;2;5;09438089000147;19;;10;10/10/2024;01/02/2024;30/05/2025;808,30;;;;;;;;;;
256;1;1;1;0;0;2;5;78673159000164;19;;10;10/10/2024;01/02/2024;30/05/2025;877,46;;;;;;;;;;
257;1;1;1;0;0;2;5;00999114000197;19;;10;10/10/2024;01/02/2024;31/05/2025;885,53;;;;;;;;;;
258;1;1;1;0;0;2;5;02010385000101;19;;10;10/10/2024;01/02/2024;03/05/2025;888,25;;;;;;;;;;
260;1;1;1;0;0;2;5;01004459000126;19;;10;10/10/2024;01/02/2024;30/05/2025;897,60;;;;;;;;;;
261;1;1;1;0;0;2;5;01615975000197;19;;10;10/10/2024;01/02/2024;27/05/2025;883,40;;;;;;;;;;
262;1;1;1;0;0;2;5;76721570000132;19;;10;10/10/2024;01/02/2024;05/05/2025;889,52;;;;;;;;;;
263;1;1;1;0;0;2;5;73242687000145;19;;10;10/10/2024;01/02/2024;19/05/2025;989,99;;;;;;;;;;
264;1;1;1;0;0;2;5;00980909000153;19;;10;10/10/2024;01/02/2024;01/05/2025;682,94;;;;;;;;;;
265;1;1;1;0;0;2;5;01934687000103;19;;10;10/10/2024;01/02/2024;03/05/2025;863,36;;;;;;;;;;
266;1;1;1;0;0;2;5;95590998000138;19;;10;10/10/2024;01/02/2024;10/05/2025;779,48;;;;;;;;;;
267;1;1;1;0;0;2;5;78680121000119;19;;10;10/10/2024;01/01/2024;01/04/2025;950,00;;;;;;;;;;
268;1;1;1;0;0;2;5;26803548000406;17;;10;10/10/2024;01/01/2024;01/04/2025;850,00;;;;;;;;;;
269;1;1;1;0;0;2;5;83528638000127;19;;10;10/10/2024;01/02/2024;10/05/2025;810,21;;;;;;;;;;
270;1;1;1;0;0;2;5;87635405002802;17;;10;10/10/2024;01/01/2024;01/04/2025;850,00;;;;;;;;;;
271;1;1;1;0;0;2;5;84708478007769;17;;10;10/10/2024;01/01/2024;01/04/2025;950,00;;;;;;;;;;
272;1;1;1;0;0;2;5;84708478003429;17;;10;10/10/2024;01/01/2024;01/04/2025;850,00;;;;;;;;;;
273;1;1;1;0;0;2;5;50982214001665;17;;10;10/10/2024;01/01/2024;01/04/2025;850,00;;;;;;;;;;
274;1;1;1;0;0;2;5;84950633004652;17;;10;10/10/2024;01/01/2024;01/04/2025;850,00;;;;;;;;;;
275;1;1;1;0;0;2;5;75661264001914;17;;10;10/10/2024;01/01/2024;01/04/2025;850,00;;;;;;;;;;
276;1;1;1;0;0;2;5;46586319001547;17;;10;10/10/2024;01/01/2024;01/04/2025;850,00;;;;;;;;;;
277;1;1;1;0;0;2;5;61378741009070;17;;10;10/10/2024;01/01/2024;01/04/2025;850,00;;;;;;;;;;
278;1;1;1;0;0;2;5;81588873000240;17;;10;10/10/2024;01/01/2024;01/04/2025;900,00;;;;;;;;;;
279;1;1;1;0;0;2;5;81588873000673;17;;10;10/10/2024;01/01/2024;01/04/2025;850,00;;;;;;;;;;
280;1;1;1;0;0;2;5;75858506002006;17;;10;10/10/2024;01/01/2024;01/04/2025;850,00;;;;;;;;;;
281;1;1;1;0;0;2;5;95615266007400;17;;10;10/10/2024;01/01/2024;01/04/2025;850,00;;;;;;;;;;
282;1;1;1;0;0;2;5;01612528000184;3;- UNIDADE DE SAUDE: 6 CANAIS - UNIDADE DE SAUDE DO DISTRITO DE PRATA: 03 CANAIS - SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS: 04 CANAIS - CRAS: 04 CANAIS - ESCOLA MUNICIPAL: 08 CANAIS - ESCOLA ANITA GARIBALDI: 07 CANAIS - CENTRO INFANTIL NOSSO SONHO: 07 CANAIS - GARAGEM: 04 CANAIS - CENTRO ADM: 04 CANAIS - GINASIO DE ESPORTES E CAMPO SOCIETY DA ESCOLA MUNICIPAL DE BANDEIRANTE- 3 CANAIS - BIBLIOTECA PÚBLICA MUNICIPAL - 3 CANAIS;10;10/10/2024;01/02/2024;01/05/2025;1069,87;;;;;;;;;;
283;1;1;1;0;0;2;5;18867512000115;17;;10;10/10/2024;01/01/2024;01/04/2025;685,95;;;;;;;;;;
284;1;1;1;0;0;2;5;75476796000900;17;;10;10/10/2024;01/02/2024;01/05/2025;850,00;;;;;;;;;;
285;1;1;1;0;0;2;5;83932343004370;17;;10;10/10/2024;01/01/2024;01/04/2025;1150,00;;;;;;;;;;
286;1;1;1;0;0;2;5;92852375000289;17;;10;10/10/2024;01/01/2024;01/04/2025;850,00;;;;;;;;;;
287;1;1;1;0;0;2;5;17930934003060;17;;10;10/10/2024;01/01/2024;01/05/2025;850,00;;;;;;;;;;
288;1;1;1;0;0;2;5;78103579000105;19;;10;10/10/2024;01/02/2024;06/06/2025;1071,84;;;;;;;;;;
289;1;1;1;0;0;2;5;01523145000130;19;;10;10/10/2024;01/02/2024;19/06/2025;885,53;;;;;;;;;;
290;1;1;1;0;0;2;5;15465164000161;19;;10;10/10/2024;01/02/2024;19/06/2025;918,21;;;;;;;;;;
291;1;1;1;0;0;2;5;00310922000103;19;;10;10/10/2024;01/02/2024;16/06/2025;850,00;;;;;;;;;;
293;1;1;1;0;0;2;5;77924678000195;19;;10;10/10/2024;01/02/2024;14/06/2025;953,11;;;;;;;;;;
294;1;1;1;0;0;2;5;77778728000173;19;;10;10/10/2024;01/01/2024;01/05/2025;850,00;;;;;;;;;;
295;1;1;1;0;0;2;5;00921372000150;19;;10;10/10/2024;01/01/2024;21/05/2025;889,52;;;;;;;;;;
296;1;1;1;0;0;2;5;33593575033713;17;;10;10/10/2024;01/01/2024;01/05/2025;850,00;;;;;;;;;;
297;1;1;1;0;0;2;5;81588873003427;17;;10;10/10/2024;01/01/2024;01/05/2025;850,00;;;;;;;;;;
298;1;1;1;0;0;2;5;81588873001645;17;;10;10/10/2024;01/01/2024;01/05/2025;850,00;;;;;;;;;;
299;1;1;1;0;0;2;5;75858506001026;17;;10;10/10/2024;01/01/2024;01/05/2025;950,00;;;;;;;;;;
300;1;1;1;0;0;2;5;95684544000126;16;;10;10/10/2024;01/01/2024;01/05/2025;475,00;;;;;;;;;;
301;1;1;1;0;0;2;5;17613730000160;17;;10;10/10/2024;01/01/2024;01/05/2025;850,00;;;;;;;;;;
302;1;1;1;0;0;2;5;24216436000180;17;;10;10/10/2024;01/01/2024;01/05/2025;750,00;;;;;;;;;;
303;1;1;1;0;0;2;5;17930934001016;17;;10;10/10/2024;01/01/2024;01/06/2025;950,00;;;;;;;;;;
304;1;1;1;0;0;2;5;10584004000118;19;;10;10/10/2024;01/02/2024;01/07/2025;808,63;;;;;;;;;;
306;1;1;1;0;0;2;5;77930386000165;19;;10;10/10/2024;01/02/2024;17/07/2025;920,00;;;;;;;;;;
307;1;1;1;0;0;2;5;77940021000111;19;;10;10/10/2024;01/01/2024;14/06/2025;850,00;;;;;;;;;;
308;1;1;1;0;0;2;5;17757258000130;19;;10;10/10/2024;01/02/2024;03/07/2025;881,37;;;;;;;;;;
311;1;1;1;0;0;2;5;01855537000104;19;;10;10/10/2024;01/02/2024;18/07/2025;883,49;;;;;;;;;;
314;1;1;1;0;0;2;5;02615993000131;19;;10;10/10/2024;01/01/2024;30/06/2025;808,63;;;;;;;;;;
315;1;1;1;0;0;2;5;06273331000181;17;;10;10/10/2024;01/01/2024;01/06/2025;650,00;;;;;;;;;;
316;1;1;1;0;0;2;5;61378774006429;17;;10;10/10/2024;01/01/2024;01/06/2025;850,00;;;;;;;;;;
317;1;1;1;0;0;2;5;01612836000100;22;CENTRO ADM: 13 CANAIS;10;10/10/2024;01/02/2024;11/07/2025;264,25;;;;;;;;;;
318;1;1;1;0;0;2;5;01612836000100;6;Conselho Tutelar;10;10/10/2024;01/02/2024;11/07/2025;61,53;;;;;;;;;;
319;1;1;1;0;0;2;5;01612836000100;6;SAMAE;10;10/10/2024;01/02/2024;11/07/2025;61,53;;;;;;;;;;
320;1;1;1;0;0;2;5;01612836000100;7;Assistência Social;10;10/10/2024;01/02/2024;11/07/2025;86,11;;;;;;;;;;
321;1;1;1;0;0;2;5;01612836000100;7;Centro dos Idosos;10;10/10/2024;01/02/2024;11/07/2025;86,11;;;;;;;;;;
322;1;1;1;0;0;2;5;01612836000100;7;CRAS;10;10/10/2024;01/02/2024;11/07/2025;86,11;;;;;;;;;;
323;1;1;1;0;0;2;5;01612836000100;7;Módulo Esportivo;10;10/10/2024;01/02/2024;11/07/2025;86,11;;;;;;;;;;
324;1;1;1;0;0;2;5;01612836000100;7;Polícia Militar;10;10/10/2024;01/02/2024;11/07/2025;86,11;;;;;;;;;;
325;1;1;1;0;0;2;5;01612836000100;9;Garagem;10;10/10/2024;01/02/2024;11/07/2025;147,70;;;;;;;;;;
326;1;1;1;0;0;2;5;78955663000157;19;;10;10/10/2024;01/02/2024;20/07/2025;883,40;;;;;;;;;;
327;1;1;1;0;0;2;5;95954541000165;19;;10;10/10/2024;01/02/2024;01/08/2025;750,00;;;;;;;;;;
328;1;1;1;0;0;2;5;21369370000170;19;;10;10/10/2024;01/02/2024;01/08/2025;835,90;;;;;;;;;;
329;1;1;1;0;0;2;5;00532195000110;19;;10;10/10/2024;01/01/2024;10/07/2025;883,40;;;;;;;;;;
330;1;1;1;0;0;2;5;95684619000179;19;;10;10/10/2024;01/02/2024;15/08/2025;951,00;;;;;;;;;;
331;1;1;1;0;0;2;5;77778827000155;19;;10;10/10/2024;01/02/2024;01/08/2025;850,00;;;;;;;;;;
332;1;1;1;0;0;2;5;09012116000115;19;;10;10/10/2024;01/02/2024;02/08/2025;909,14;;;;;;;;;;
333;1;1;1;0;0;2;5;77774529000197;19;;10;10/10/2024;01/02/2024;24/08/2025;876,86;;;;;;;;;;
334;1;1;1;0;0;2;5;74126590000130;19;;10;10/10/2024;01/02/2024;01/08/2025;883,49;;;;;;;;;;
335;1;1;1;0;0;2;5;95684585000112;19;;10;10/10/2024;01/02/2024;01/08/2025;788,33;;;;;;;;;;
336;1;1;1;0;0;2;5;03348670000191;19;;10;10/10/2024;01/02/2024;01/08/2025;800,00;;;;;;;;;;
337;1;1;1;0;0;2;5;00795077000103;8;;10;10/10/2024;01/01/2024;01/07/2025;99,90;;;;;;;;;;
338;1;1;1;0;0;2;5;76648500000520;17;;10;10/10/2024;01/01/2024;01/07/2025;900,00;;;;;;;;;;
339;1;1;1;0;0;2;5;19081884004414;17;;10;10/10/2024;01/01/2024;01/07/2025;850,00;;;;;;;;;;
340;1;1;1;0;0;2;5;75283564002636;17;;10;10/10/2024;01/01/2024;01/07/2025;850,00;;;;;;;;;;
341;1;1;1;0;0;2;5;77945152000787;17;;10;10/10/2024;01/01/2024;01/07/2025;850,00;;;;;;;;;;
342;1;1;1;0;0;2;5;15462021000287;17;;10;10/10/2024;01/01/2024;01/07/2025;850,00;;;;;;;;;;
343;1;1;1;0;0;2;5;84708478004077;17;;10;10/10/2024;01/01/2024;01/07/2025;950,00;;;;;;;;;;
344;1;1;1;0;0;2;5;75661264002058;17;;10;10/10/2024;01/01/2024;01/07/2025;950,00;;;;;;;;;;
345;1;1;1;0;0;2;5;75858506000488;17;;10;10/10/2024;01/01/2024;01/07/2025;850,00;;;;;;;;;;
346;1;1;1;0;0;2;5;82821174000180;16;;10;10/10/2024;01/01/2024;04/07/2025;493,67;;;;;;;;;;
347;1;1;1;0;0;2;5;45313061000732;17;;10;10/10/2024;01/01/2024;01/07/2025;850,00;;;;;;;;;;
348;1;1;1;0;0;2;5;45424520000240;17;;10;10/10/2024;01/01/2024;01/08/2025;950,00;;;;;;;;;;
349;1;1;1;0;0;2;5;13513181000100;19;;10;10/10/2024;01/02/2024;01/09/2025;779,92;;;;;;;;;;
350;1;1;1;0;0;2;5;80887805000138;19;;10;10/10/2024;01/02/2024;01/09/2025;876,86;;;;;;;;;;
351;1;1;1;0;0;2;5;81268492000100;19;;10;10/10/2024;01/02/2024;01/09/2025;876,86;;;;;;;;;;
352;1;1;1;0;0;2;5;77838175000105;15;;10;10/10/2024;01/02/2024;15/09/2025;445,06;;;;;;;;;;
353;1;1;1;0;0;2;5;77838175000105;19;;10;10/10/2024;01/02/2024;15/09/2025;445,06;;;;;;;;;;
354;1;1;1;0;0;2;5;01636881000102;19;;10;10/10/2024;01/01/2024;01/08/2025;951,00;;;;;;;;;;
355;1;1;1;0;0;2;5;72540578000141;19;;10;10/10/2024;01/02/2024;01/09/2025;876,86;;;;;;;;;;
356;1;1;1;0;0;2;5;02606335000183;19;;10;10/10/2024;01/02/2024;01/09/2025;395,00;;;;;;;;;;
357;1;1;1;0;0;2;5;00791289000104;19;;10;10/10/2024;01/02/2024;01/09/2025;776,46;;;;;;;;;;
358;1;1;1;0;0;2;5;18867483000191;17;;10;10/10/2024;01/01/2024;01/08/2025;900,00;;;;;;;;;;
359;1;1;1;0;0;2;5;33593575019800;17;;10;10/10/2024;01/01/2024;01/08/2025;950,00;;;;;;;;;;
360;1;1;1;0;0;2;5;76648500011211;17;;10;10/10/2024;01/01/2024;01/08/2025;850,00;;;;;;;;;;
361;1;1;1;0;0;2;5;45288404001485;17;;10;10/10/2024;01/01/2024;01/08/2025;950,00;;;;;;;;;;
362;1;1;1;0;0;2;5;88667217002730;17;;10;10/10/2024;01/01/2024;01/08/2025;850,00;;;;;;;;;;
363;1;1;1;0;0;2;5;77945152001082;17;;10;10/10/2024;01/01/2024;01/08/2025;900,00;;;;;;;;;;
364;1;1;1;0;0;2;5;77945152001597;17;;10;10/10/2024;01/01/2024;01/08/2025;850,00;;;;;;;;;;
365;1;1;1;0;0;2;5;51266203000246;17;;10;10/10/2024;01/01/2024;01/08/2025;850,00;;;;;;;;;;
366;1;1;1;0;0;2;5;20775128002773;17;;10;10/10/2024;01/01/2024;01/08/2025;850,00;;;;;;;;;;
367;1;1;1;0;0;2;5;45356292000995;17;;10;10/10/2024;01/01/2024;01/08/2025;950,00;;;;;;;;;;
368;1;1;1;0;0;2;5;95615266008806;17;;10;10/10/2024;01/01/2024;01/08/2025;850,00;;;;;;;;;;
369;1;1;1;0;0;2;5;06932990000425;17;;10;10/10/2024;01/01/2024;01/08/2025;850,00;;;;;;;;;;
370;1;1;1;0;0;2;5;08253539000164;20;;10;10/10/2024;01/01/2024;10/08/2025;79,90;;;;;;;;;;
371;1;1;1;0;0;2;5;53329421000550;17;;10;10/10/2024;01/01/2024;01/09/2025;900,00;;;;;;;;;;
372;1;1;1;0;0;2;5;17930934005607;17;;10;10/10/2024;01/01/2024;01/09/2025;850,00;;;;;;;;;;
373;1;1;1;0;0;2;5;00781306000122;19;;10;10/10/2024;01/02/2024;01/10/2025;830,00;;;;;;;;;;
374;1;1;1;0;0;2;5;00868608000132;19;;10;10/10/2024;01/02/2024;31/10/2025;890,97;;;;;;;;;;
375;1;1;1;0;0;2;5;77703114000122;19;;10;10/10/2024;01/02/2024;01/10/2025;850,00;;;;;;;;;;
376;1;1;1;0;0;2;5;84781251000140;19;;10;10/10/2024;01/02/2024;07/10/2025;924,21;;;;;;;;;;
377;1;1;1;0;0;2;5;73240236000179;19;;10;10/10/2024;01/02/2024;23/10/2025;950,00;;;;;;;;;;
379;1;1;1;0;0;2;5;15643767000106;19;;10;10/10/2024;01/02/2024;01/10/2025;750,00;;;;;;;;;;
380;1;1;1;0;0;2;5;47949656004106;17;;10;10/10/2024;01/01/2024;01/09/2025;950,00;;;;;;;;;;
381;1;1;1;0;0;2;5;81392664000145;19;;10;10/10/2024;01/02/2024;01/10/2025;850,00;;;;;;;;;;
382;1;1;1;0;0;2;5;87697769000865;17;;10;10/10/2024;01/01/2024;01/09/2025;850,00;;;;;;;;;;
383;1;1;1;0;0;2;5;75283564001311;17;;10;10/10/2024;01/01/2024;01/09/2025;1050,00;;;;;;;;;;
384;1;1;1;0;0;2;5;19081884008592;17;;10;10/10/2024;01/02/2024;01/10/2025;850,00;;;;;;;;;;
385;1;1;1;0;0;2;5;89986400000806;17;;10;10/10/2024;01/01/2024;01/09/2025;850,00;;;;;;;;;;
386;1;1;1;0;0;2;5;14815628000664;17;;10;10/10/2024;01/01/2024;01/09/2025;850,00;;;;;;;;;;
387;1;1;1;0;0;2;5;46586319000303;17;;10;10/10/2024;01/01/2024;01/09/2025;950,00;;;;;;;;;;
388;1;1;1;0;0;2;5;01612528000184;16;;10;10/10/2024;01/02/2024;19/10/2025;499,66;;;;;;;;;;
389;1;1;1;0;0;2;5;63089825029398;17;;10;10/10/2024;01/02/2024;01/10/2025;850,00;;;;;;;;;;
390;1;1;1;0;0;2;5;01569466014397;17;;10;10/10/2024;01/07/2024;05/04/2026;732,90;;;;;;;;;;
391;1;1;1;0;0;2;5;95640744000187;19;;10;10/10/2024;01/01/2024;01/10/2025;850,00;;;;;;;;;;
392;1;1;1;0;0;2;5;02074206000191;19;;10;10/10/2024;01/01/2024;01/10/2025;830,00;;;;;;;;;;
393;1;1;1;0;0;2;5;01613766000104;19;;10;10/10/2024;01/02/2024;01/11/2025;850,00;;;;;;;;;;
394;1;1;1;0;0;2;5;00416643000110;19;;10;10/10/2024;01/01/2024;01/10/2025;889,18;;;;;;;;;;
395;1;1;1;0;0;2;5;01304553000109;19;;10;10/10/2024;01/01/2024;01/10/2025;1100,00;;;;;;;;;;
396;1;1;1;0;0;2;5;11355924000127;12;POSTO CENTRAL DE SAÚDE;10;10/10/2024;01/03/2024;31/12/2025;190,71;;;;;;;;;;
397;1;1;1;0;0;2;5;77924025000106;19;;10;10/10/2024;01/01/2024;01/10/2025;850,00;;;;;;;;;;
398;1;1;1;0;0;2;5;19081884003019;17;;10;10/10/2024;01/01/2024;01/10/2025;650,00;;;;;;;;;;
399;1;1;1;0;0;2;5;75387563001589;17;;10;10/10/2024;01/01/2024;01/10/2025;850,00;;;;;;;;;;
400;1;1;1;0;0;2;5;03063856000951;17;;10;10/10/2024;01/01/2024;01/10/2025;850,00;;;;;;;;;;
401;1;1;1;0;0;2;5;02889252000149;19;;10;10/10/2024;01/02/2024;31/12/2025;677,34;;;;;;;;;;
402;1;1;1;0;0;2;5;77780146000121;19;;10;10/10/2024;01/02/2024;31/12/2025;910,00;;;;;;;;;;
403;1;1;1;0;0;2;5;47949656002910;17;;10;10/10/2024;01/01/2024;01/11/2025;600,00;;;;;;;;;;
404;1;1;1;0;0;2;5;17786872004974;17;;10;10/10/2024;01/03/2024;01/01/2026;850,00;;;;;;;;;;
405;1;1;1;0;0;2;5;01569466009040;17;;10;10/10/2024;01/02/2024;01/01/2026;425,00;;;;;;;;;;
406;1;1;1;0;0;2;5;01569466009040;25;;10;10/10/2024;01/02/2024;01/01/2026;425,00;;;;;;;;;;
407;1;1;1;0;0;2;5;17930934003493;17;;10;10/10/2024;01/01/2024;01/12/2025;850,00;;;;;;;;;;
408;1;1;1;0;0;2;5;17930934000478;17;;10;10/10/2024;01/01/2024;01/12/2025;850,00;;;;;;;;;;
409;1;1;1;0;0;2;5;45096989000460;17;;10;10/10/2024;01/06/2024;01/05/2026;850,00;;;;;;;;;;
410;1;1;1;0;0;2;5;83539676000185;19;;10;10/10/2024;01/04/2024;24/03/2026;863,50;;;;;;;;;;
411;1;1;1;0;0;2;5;41339606000133;20;;10;10/10/2024;01/01/2024;10/12/2025;49,90;;;;;;;;;;
412;1;1;1;0;0;2;5;47949656006907;17;;10;10/10/2024;01/01/2024;01/12/2025;850,00;;;;;;;;;;
413;1;1;1;0;0;2;5;03826997000202;17;;10;10/10/2024;01/06/2024;01/05/2026;850,00;;;;;;;;;;
414;1;1;1;0;0;2;5;17786872001959;17;;10;10/10/2024;01/02/2024;01/01/2026;850,00;;;;;;;;;;
415;1;1;1;0;0;2;5;04933293000110;17;;10;10/10/2024;01/01/2024;01/12/2025;850,00;;;;;;;;;;
416;1;1;1;0;0;2;5;33593575024722;17;;10;10/10/2024;01/01/2024;01/12/2025;950,00;;;;;;;;;;
417;1;1;1;0;0;2;5;33593575017351;17;;10;10/10/2024;01/04/2024;01/03/2026;850,00;;;;;;;;;;
418;1;1;1;0;0;2;5;89986400001284;17;;10;10/10/2024;01/01/2024;01/12/2025;850,00;;;;;;;;;;
419;1;1;1;0;0;2;5;45220415000451;17;;10;10/10/2024;01/07/2024;05/06/2026;595,00;;;;;;;;;;
420;1;1;1;0;0;2;5;08782380000507;17;;10;10/10/2024;01/06/2024;03/05/2026;850,00;;;;;;;;;;
421;1;1;1;0;0;2;5;45096989002594;17;;10;10/10/2024;01/02/2024;01/01/2026;850,00;;;;;;;;;;
422;1;1;1;0;0;2;5;34263417000169;17;;10;10/10/2024;01/06/2024;01/05/2026;850,00;;;;;;;;;;
423;1;1;1;0;0;2;5;17930934005003;17;;10;10/10/2024;01/01/2024;01/01/2026;850,00;;;;;;;;;;
424;1;1;1;0;0;2;5;75661264000780;17;;10;10/10/2024;01/03/2024;01/03/2026;900,00;;;;;;;;;;
425;1;1;1;0;0;2;5;01432459000550;17;;10;10/10/2024;01/05/2024;01/05/2026;850,00;;;;;;;;;;
426;1;1;1;0;0;2;5;61378774004566;17;;10;10/10/2024;01/02/2024;25/12/2026;1300,00;;;;;;;;;;
427;1;1;1;0;0;2;5;11351972000147;19;;10;10/10/2024;01/02/2024;31/12/2028;925,31;;;;;;;;;;
428;1;1;1;0;0;2;5;00402320000178;19;;10;10/10/2024;01/07/2024;15/01/2025;1189,15;;;;;;;;;;
431;1;1;1;0;0;2;5;17333582000120;19;;10;10/10/2024;01/04/2024;31/12/2024;783,83;;;;;;;;;;
432;1;1;1;0;0;2;5;08608488000146;19;;10;10/10/2024;01/04/2024;31/12/2024;783,83;;;;;;;;;;
433;1;1;1;0;0;2;5;63089825010379;17;;10;10/10/2024;01/07/2024;29/03/2025;595,00;;;;;;;;;;
